no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,0,2,1,0,2,0,0,0,120.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,5,1,0,176,0,0,0,112.2,1,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,2,0,105,0,0,0,110.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,2,0,0,36,0,0,0,109.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,180,0,0,0,85.5,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,111,0,0,0,96.67,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,2,0,9,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,2,0,0,0,72.25,2,1,0,0,1,0,0,0,0,0,1,0
2,0,2,1,1,0,27,0,0,0,66.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,265,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,1,0,14,0,0,0,100.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,23,0,0,0,140.4,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,1,0,5,0,0,0,90.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,2,0,309,0,0,0,101.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,43,0,0,0,99.2,0,1,1,0,0,0,0,0,0,0,0,1
1,0,2,1,2,0,145,0,0,0,72.5,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,1,0,100,0,0,0,136.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,0,1,0,30,0,0,0,110.97,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,14,0,0,0,142.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,0,45,0,0,0,71.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,1,0,0,0,96.3,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,107,0,0,0,87.67,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,2,0,117,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,265,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,335,0,0,0,80.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,2,0,221,0,0,0,96.0,1,1,1,0,0,0,0,0,0,0,1,0
3,0,2,5,2,0,70,0,0,0,167.45,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,2,1,0,6,0,0,0,95.33,2,1,1,0,0,0,0,0,0,0,0,1
3,0,1,0,1,0,71,0,0,0,151.2,2,1,0,0,1,0,0,0,0,0,0,1
1,0,2,4,1,0,107,0,0,0,46.63,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,0,1,0,11,0,0,0,116.0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,5,0,0,44,0,0,0,66.29,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,30,0,0,0,96.9,1,0,0,0,1,0,0,0,0,0,0,1
2,0,1,4,1,0,72,0,0,0,79.56,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,123,0,0,0,107.95,0,0,0,0,1,0,0,0,0,0,0,1
3,0,2,5,1,0,134,0,0,0,132.48,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,4,0,0,19,0,0,0,111.4,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,115,0,0,0,77.18,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,5,0,0,0,149.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,53,0,0,0,88.0,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,3,1,0,12,0,0,0,130.0,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,3,2,0,13,0,0,0,73.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,104,0,0,0,105.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,119,0,0,0,114.3,1,1,1,0,0,0,0,0,0,0,0,1
1,0,2,2,1,0,81,0,0,0,146.6,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0,162,0,0,0,96.3,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,1,0,0,0,116.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,0,32,0,0,0,101.03,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,35,0,0,0,85.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,2,0,0,0,177.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,2,0,282,0,0,0,115.6,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,0,46,0,0,0,107.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,0,1,0,2,0,0,0,109.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,96,0,0,0,114.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,304,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,3,0,0,38,0,0,0,157.14,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,30,0,0,0,140.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,2,5,0,0,15,0,0,0,65.2,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,0,2,0,0,0,80.75,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,105,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,3,0,0,0,146.4,2,1,1,0,0,0,0,0,0,0,0,1
3,0,0,2,1,0,141,0,0,0,115.61,1,1,0,0,1,0,0,0,0,0,1,0
1,0,2,1,0,0,76,0,0,0,94.0,0,1,1,0,0,0,0,0,0,0,0,1
3,0,2,1,1,0,41,0,0,0,168.3,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,131,0,0,0,86.9,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,57,0,0,0,139.5,1,0,0,0,1,0,0,0,0,0,0,1
3,0,2,1,1,0,67,0,0,0,128.7,1,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,40,0,0,0,125.1,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,132,0,0,0,79.2,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,4,1,0,120,0,0,0,129.6,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,14,0,0,0,38.67,0,1,1,0,0,0,0,0,0,0,1,0
3,0,2,2,1,0,10,0,0,0,172.0,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,3,1,0,24,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,4,2,0,296,0,0,0,117.0,1,0,1,0,0,0,0,0,0,0,1,0
2,0,2,0,1,0,15,0,0,0,109.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,4,1,0,26,0,0,0,87.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,29,0,0,0,152.0,2,1,1,0,0,0,0,0,0,0,0,1
3,0,1,1,1,0,6,0,0,0,152.0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,0,17,0,0,0,88.0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0,14,0,0,0,134.75,1,1,1,0,0,0,0,0,0,0,0,1
1,0,2,3,2,0,137,0,0,0,117.3,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0,209,0,0,0,98.1,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,305,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,0,4,1,0,74,0,0,0,168.3,0,1,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,140.0,0,1,1,0,0,0,0,0,0,0,0,1
2,1,0,2,1,0,44,0,0,0,100.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,5,1,0,85,0,0,0,97.02,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,3,1,0,112,0,0,0,94.81,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,0,0,0,35,0,0,0,107.1,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,147,0,0,0,101.7,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,70,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,320,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
3,0,2,2,1,0,103,0,0,0,119.0,1,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,1,0,172,0,0,0,82.45,1,1,0,0,1,0,0,0,0,0,1,0
2,0,2,2,1,0,73,0,0,0,80.75,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,151,0,0,0,80.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,7,0,0,0,103.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,30,0,0,0,140.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,4,1,0,270,0,0,0,80.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,5,1,0,0,0,0,0,170.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,17,0,0,0,87.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,66,0,0,0,118.8,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,66,0,0,0,179.1,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,265,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,105,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,117,0,0,0,55.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,0,0,0,0,207.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,2,0,131,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0
1,0,2,3,1,0,115,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,2,1,0,14,0,0,0,120.0,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,12,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,46,0,0,0,79.2,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,102,0,0,0,109.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,4,0,0,66,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,5,1,0,28,0,0,0,74.8,0,0,1,0,0,0,0,0,0,0,0,1
3,0,2,6,1,0,132,0,0,0,96.9,1,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,0,61,0,0,0,79.2,1,0,1,0,0,0,0,0,0,0,0,1
2,1,1,2,1,0,68,0,0,0,136.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,172,0,0,0,109.8,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,1,0,192,0,0,0,95.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,4,1,0,16,0,0,0,68.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,56,0,0,0,120.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,0,108,0,0,0,79.2,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,122,0,0,0,68.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,57,0,0,0,103.8,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,2,0,102,0,0,0,80.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,151,0,0,0,70.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,273,0,0,0,109.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,37,0,0,0,116.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,256,0,0,0,76.67,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,60,0,0,0,84.45,0,1,0,0,1,0,0,0,0,0,0,1
1,0,2,1,1,0,116,0,0,0,61.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,3,1,0,35,0,0,0,174.25,1,1,1,0,0,0,0,0,0,0,0,1
3,0,1,3,1,0,100,0,0,0,132.18,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,1,0,0,0,89.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,4,1,0,275,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,7,0,0,0,92.0,1,1,1,0,0,0,0,0,0,0,0,1
2,1,0,4,2,0,91,0,0,0,127.5,1,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,122,0,0,0,85.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,2,1,0,34,0,0,0,169.2,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,18,0,0,0,149.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,29,0,0,0,136.32,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,3,1,0,32,0,0,0,91.05,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,0,127,0,0,0,55.9,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,44,0,0,0,148.28,2,1,0,0,1,0,0,0,0,0,0,1
2,0,1,0,1,0,19,0,0,0,94.35,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,112,0,0,0,97.75,1,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,1,0,16,0,0,0,71.6,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0,5,0,0,0,96.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,4,1,0,117,0,0,0,72.25,1,1,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,17,0,0,0,117.04,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,31,0,0,0,111.6,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,8,0,0,0,90.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,115,0,0,0,108.0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,2,0,2,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,60,0,0,0,149.77,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,2,1,0,31,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,58,0,0,0,81.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,86,0,0,0,105.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,2,1,0,114,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,9,0,0,0,149.0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,0,0,0,0,109.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,122,0,0,0,85.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,35,0,0,0,89.3,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,0,220,0,0,0,80.75,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,0,121,0,0,0,91.5,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,6,0,0,0,180.67,1,1,0,0,1,0,0,0,0,0,0,1
3,0,1,3,1,0,148,0,0,0,136.43,1,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,2,0,39,0,0,0,109.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,2,0,145,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,68,0,0,0,65.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,1,1,0,159,0,0,0,70.0,1,1,1,0,0,0,0,0,0,0,1,0
2,1,1,3,1,0,91,0,0,0,134.1,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,167,0,0,0,78.2,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,166,0,0,0,110.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,76,0,0,0,72.25,2,1,1,0,0,0,0,0,0,0,0,1
1,0,1,2,1,0,114,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,15,0,0,0,95.48,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,1,1,0,32,0,0,0,103.35,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,5,1,0,69,0,0,0,76.5,2,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,1,0,188,0,0,0,105.3,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2,4,1,0,245,0,0,0,110.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,5,1,0,140,0,0,0,70.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,1,0,157,0,0,0,106.2,2,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,44,0,0,0,103.95,0,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0,63,0,0,0,89.25,2,1,1,0,0,0,0,0,0,0,0,1
1,0,1,2,1,0,10,0,0,0,69.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,105,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,5,1,0,41,0,0,0,70.0,0,1,1,0,0,0,0,0,0,0,1,0
2,1,0,3,1,0,86,0,0,0,122.0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,59,0,0,0,131.4,1,1,0,0,1,0,0,0,0,0,0,1
1,0,0,3,2,0,71,0,0,0,98.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,1,1,0,115,0,0,0,146.7,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,177,0,0,0,100.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,83,0,0,0,93.6,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,129.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,212,0,0,0,75.23,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,5,1,0,148,0,0,0,79.2,1,1,1,0,0,0,0,0,0,0,0,1
3,0,0,2,1,0,141,0,0,0,163.8,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,4,2,0,35,0,0,0,105.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,2,3,2,0,86,0,0,0,198.9,2,1,1,0,0,0,0,0,0,0,0,1
3,0,1,0,1,0,134,0,0,0,146.7,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,1,0,87,0,0,0,96.3,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,86,0,0,0,126.9,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,130,0,0,0,90.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,58,0,0,0,131.4,1,1,0,0,1,0,0,0,0,0,0,1
1,0,0,2,2,0,69,0,0,0,83.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,17,0,0,0,107.5,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,4,1,0,5,0,0,0,160.0,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,7,0,0,0,195.7,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,45,0,0,0,106.2,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,140,0,0,0,127.71,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0,26,0,0,0,130.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,2,0,117,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,197,0,0,0,108.9,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,4,0,0,0,82.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,333,0,0,0,73.95,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,105,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,4,1,0,61,0,0,0,89.25,2,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,35,0,0,0,80.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,54,0,0,0,72.63,2,1,1,0,0,0,0,0,0,0,0,1
1,0,2,1,1,0,116,0,0,0,61.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,5,1,0,226,0,0,0,90.95,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,2,0,7,0,0,0,116.0,1,1,1,0,0,0,0,0,0,0,1,0
1,0,1,3,1,0,118,0,0,0,110.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,213,0,0,0,130.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,87,0,0,0,96.3,2,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,24,0,0,0,137.33,1,1,0,0,1,0,0,0,0,0,0,1
1,0,2,3,1,0,219,0,0,0,74.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,2,3,1,0,5,0,0,0,163.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,0,1,0,0,0,81.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,3,0,0,0,95.0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,2,2,1,0,39,0,0,0,168.3,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,4,1,0,92,0,0,0,70.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,1,1,0,169,0,0,0,105.3,1,0,1,0,0,0,0,0,0,0,0,1
2,1,0,2,1,0,110,0,0,0,121.59,1,1,0,0,1,0,0,0,0,0,0,1
1,0,2,1,1,0,1,0,0,0,60.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,5,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,320,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,1,0,0,0,0,0,64.5,0,1,1,0,0,0,0,0,0,0,1,0
2,1,0,1,1,0,45,0,0,0,125.1,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,2,0,48,0,0,0,104.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,0,75,0,0,0,72.25,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,7,0,0,0,151.0,1,1,1,0,0,0,0,0,0,0,0,1
1,0,2,1,1,0,52,0,0,0,140.4,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,0,60,0,0,0,76.5,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,3,1,0,131,0,0,0,99.9,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,81,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
2,1,2,3,1,0,8,0,0,0,133.4,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,211,0,0,0,90.95,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,0,1,0,19,0,0,0,118.15,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,0,1,0,191,0,0,0,106.2,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,104,0,0,0,111.78,0,0,1,0,0,0,0,0,0,0,0,1
2,1,0,1,1,0,2,0,0,0,100.1,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,37,0,0,0,131.4,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,1,0,74,0,0,0,91.48,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,3,0,0,0,97.02,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,62,0,0,0,57.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,2,6,1,0,174,0,0,0,99.45,1,1,1,0,0,0,0,0,0,0,0,1
1,0,1,2,1,0,66,0,0,0,65.0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,39,0,0,0,96.3,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,103,0,0,0,115.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,1,0,4,0,0,0,76.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,193,0,0,0,65.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,42,0,0,0,107.41,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,3,1,0,107,0,0,0,102.3,1,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,1,0,110,0,0,0,104.4,1,1,0,0,1,0,0,0,0,0,0,1
2,1,1,1,1,0,0,0,0,0,110.5,2,1,1,0,0,0,0,0,0,0,0,1
2,0,2,5,1,0,141,0,0,0,82.45,1,1,0,0,1,0,0,0,0,0,1,0
2,1,0,1,1,0,159,0,0,0,112.5,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,97,0,0,0,61.0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,3,1,0,40,0,0,0,149.4,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,3,1,0,3,0,0,0,147.67,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,49,0,0,0,76.5,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,82,0,0,0,93.6,1,1,1,0,0,0,0,0,0,0,0,1
3,0,1,3,2,0,136,0,0,0,198.0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,1,0,8,0,0,0,54.75,0,1,1,0,0,0,0,0,0,0,1,0
2,1,2,3,1,0,14,0,0,0,146.2,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,111,0,0,0,76.5,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,4,0,0,0,120.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,69,0,0,0,69.99,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,65,0,0,0,88.91,1,1,1,0,0,0,0,0,0,0,0,1
3,0,0,2,1,0,130,0,0,0,159.3,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,0,1,0,61,0,0,0,73.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,1,1,0,0,0,0,0,133.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,102,0,0,0,58.0,0,1,1,0,0,0,0,0,0,0,1,0
